video_id,comments
ey1VNjU0YbM,"['I used some while statements in my code to check for valid inputs. 😊\n\ndef find_bmi():\r\n    while True:\r\n        name = input(""Name:"")\r\n        if name.isalpha():\r\n            break\r\n        else:\r\n            print(""Only use letters for your name please."")\r\n    while True:\r\n        weight = input(""Weight(lbs): "")\r\n        if weight.isnumeric():\r\n            break\r\n        else:\r\n            print(""Please input numbers only."")\r\n    while True:\r\n        height = input(""Height(in): "")\r\n        if height.isnumeric():\r\n            break\r\n        else:\r\n            print(""Please input numbers only."")\r\n    BMI = round((int(weight) * 703)/pow(int(height), 2), 1)\r\n    if(BMI < 16):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are severly underweight -- High Health Risk"")\r\n    elif(16 < BMI < 18.5):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are underweight -- Minimal Health Risk"")\r\n    elif(18.5 <= BMI < 25):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are normal weight -- Minimal Health Risk"")\r\n    elif(25 <= BMI < 30):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are overweight -- Increased Health Risk"")\r\n    elif(30 <= BMI < 35):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are obese -- High Health Risk"")\r\n    elif(35 <= BMI < 40):\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are severely Obese -- Very High Health Risk"")\r\n    else:\r\n        print(name + "" your BMI = "" + str(BMI) + "". You are morbidly Obese -- Extremely High Health Risk"")\r\n        \r\nfind_bmi()', ""This is great! I went off script and created a guide for dog owner's that tells them their dog's exercise needs by breed."", 'Side note for anyone who entered their height and weight and is panicking, the American Medical Association doesn\'t recommend using BMI alone to measure fat mass or as an indicator of health. Some olympic athletes technically would be evaluated as ""overweight"" because a pound of muscle and a pound of fat weigh the same.', 'Thank you for this, Alex! :)', 'Excellent Thank you!', 'name   = input(""Enter your name"")\r\nage    = input(""Enter your age"")\r\nweight = int(input(""Enter your weight in kg""))\r\nheight = int(input(""Enter your height in cm""))\r\nBMI=(weight)/(height*height)\r\nprint(BMI)\nEnter your nameJJ\r\nEnter your age45\r\nEnter your weight in kg42\r\nEnter your height in cm170\r\n---------------------------------------------------------------------------\r\nTypeError                                 Traceback (most recent call last)\r\nCell In[7], line 6\r\n      4 height = int(input(""Enter your height in cm""))\r\n      5 BMI=(weight)/(height*height)\r\n----> 6 print(BMI)\r\n\r\nTypeError: \'float\' object is not callable\n\n\ni don not know what is wrong in my code :((((', 'def bmi_category(bmi):\r\n  if bmi < 18.5:\r\n    return ""Underweight""\r\n  elif bmi < 24.9:\r\n    return ""Normal weight""\r\n  elif bmi < 29.9:\r\n    return ""Overweight""\r\n  elif bmi < 34.9:\r\n    return ""Obese""\r\n  elif bmi < 39.9:\r\n    return ""Severely obese""\r\n  else:\r\n    return ""Morbidly obese""\r\n\r\n\r\nweight = float(input(\'Enter your weight in kgs: \'))\r\nheight = int(input(\'Enter your height in cms: \'))\r\nheight_in_meters = height / 100\r\nBMI = weight / height_in_meters**2\r\n\r\nbmi_category_name = bmi_category(BMI)\r\n\r\nif BMI > 0:\r\n  print(f""Your BMI is {BMI:.2f}. You are {bmi_category_name}."")\r\nelse:\r\n  print(f""Invalid input try agian"")', ""Great! I put all in a function and then created a while loop if the user want to calculate again.\n\ndef bmi_calculator():\n    (all the code from the video)\nwhile True:\r\n    bmi_calculator()\r\n    if input('Do you want to try again? y/n') == 'n':\r\n        print('Good bye!')\r\n        break"", 'thank you alx from Morocco , loove  youuuuu !!!!!!!!!!!', 'What should I go for next? I mean what is next level in your playlist']"
0MKcCHrTo0c,"['add this video in data analyst playlist , I think you forget to add it .', 'Just to add a point of information: in Python, the backslash is an escape character. That is why you need the r before in your file path or to include two backslashes such as ""c:\\\\sompath\\\\filename.csv""', ""Do you need to manually create a file for each file? Would running open('file_path', 'x') a second time delete the first file?"", 'Love these videos, thanks so much! Wondering if you would be open to including a calendar of upcoming videos? Just so I can plan on when to use which resources in my learning process ☺️', 'Thank you for these videos. Keep killing it dude.', 'Hi Alex, your biggest fan here. Humble request: please can you make a video about how to work with / manipulate dates, date time formats, DATEADD etc.  in SQL ? 🙏', '!', 'HI Alex GetHub page was not found can you please fix that?', 'Thanks!', 'very informative, all the best for your new journey. You are going to nail it.']"
bVJfQAe-UP4,"['Because you were in the bottom 5% salary wise? That seems like a pretty good reason.', 'Happy for you', 'you quit a 125k data analytics job. Im struggling to find one that pays minimum wage. Some people i tell you', 'cool', 'I just found your channel and im aspiring switch to data analayst, you are inspiration', ""I know it's been about 9 months since you've posted this video, but just wanted to congratulate you! I've been working as a data analyst for a little over 3 years at an insurance company myself, and while I enjoy the nature of the work, I think I'd prefer to make content that helps the general public (and hence started my own YouTube endeavor about a month ago). Whether or not I'm able to join you is TBD, but I'm glad to see you make it!"", 'This is so emotional Alex, Thanks for choosing the community in the first place', 'no issues', 'Awesome Alex keep ur chin up lad. U inspired us ❤😊😢', '❤❤❤']"
_2OknmkngkQ,"['Hi Alex, I have been following you for a while and it is great to see your account blow up like it has.', 'I agree with one of your viewers (the Target Data Analyst) in that learning a new domain is the hardest part of changing careers to data analytics. I’m in manufacturing value chain analytics using SAP and I know nothing about manufacturing or value chain whatsoever. I can get the tech part (SAP) of the job quickly because the Internet is full of educational content, but there are not value chain or manufacturing crash courses out there. I’m learning on the job and I feel so behind the curve!', 'We need to have a poll on how to pronounce Udemy. I pronounce it “u-de-MAY”. I’ve heard it pronounced “u-DE-me” and “U-de-me” as well. Who is right?', ""Such a good point on companies being super behind on tech. This could honestly be a video all on its own\n\nI've seen some reports that go to people super high up that are still in excel with like pivots and excel charts because that's what people are comfortable with \n\nAnd I've made solutions for teams that couldn't figure out how to make a few simple formulas in excel"", ""Thanks for the shoutout Alex !! I just came to get caught up on the live stream wasn't expecting to hear my name haha 😂"", 'awesome stream! thanks man', 'Alex, you are hilarious. I was hoping your wife would be the special guest, but ok...', 'Alex sounds like Phil Dunphy at the beginning of this vid', 'Thank you for all you do for the community Santalexxx 🎉', 'Hahaaaaaaa']"
B63bN2cLVLM,"['quick question? \nis this your actual age?', ""the hair: 'N/A' got me 😂😂"", 'You are 28? I feel old jaja I have seen the entire series, well some python and panda remaining, but i always saw you as a wise master, there for I though I was younger than you jaja i not that mucho of a difference, i am 30, but still xD', 'Hi Alex, this no longer works. Getting ""dict object is not callable"" when making keys into list. Any solutions?', ""Hair: 'N/A' 😂"", ""'hair' : 'N/A' #RoastingYourself😂"", 'too fast', 'sir is python necessary for a data analyst', 'Do you know when the Pandas course will be uploaded?  TY', 'Thank you very much !']"
zvzjaqMBEso,"['This made very little sense. Why would you do any of this? TALK ABOUT ARBITRARY!!! And how is anyone meant to remember this?', 'What i like about your channels is that you show us if and when you run into errors\nShowing that they are normal and we should not feel bad when encountering them', 'How are arbitrary arguments different to pointers in other languages like C?', 'Hello Alex... Thanks alot for these videos. When do we get a playlist on how to carry out a full data analysis with python', ""use 'return' instead of 'print'.\n'print' inside function returns NoneType"", 'Awesome!!!Great content indeed. By the way I expected few videos on pandas , numpy, mathplotlib as well..As they  also primarily need for data analysis.', ""At 6:31, is the function essentially skipping anything other than 5 & 6 from the tuple? I'm assuming number[0] and number[1] is referring to the item that matches that index in the tuple."", 'Great video Alex, but there`s something I didn`t fully understand. What`s the difference between using *args and **kwargs? In which context would you use one or the other one?  Thanks and keep up the grat work !', 'Keep up the great knowledge 👍', 'Thank you for your videos! Hope you will put video of real project and how to use this knowledge in real world <3\np.s. you are cute!']"
ECduJk00mUU,"['Really good videos Alex. Would appreciate if you could recommend where to do some exercises.', ""Can we not use 'If statement' with For loops in order to recreat while loops?"", 'Thank you sir!', ""Hey Alex, thanks for your videos. I am a bit confused about  this one though, so when number is 0 and you say number+1, isn't it supposed to start with a 1 directly skipping the 0???"", 'Hey Alex thank you for introducing me to this interesting world of data.', ""Hi Alex, thanks the useful contents as always. I also wanted to ask if one of your next tutorial series could be about the finance/economic concepts required for a data analyst job.  It seems an important subject, especially for people like me who come from a different field, but I haven't seen a data analyst channel or an online resource focusing on that aspect."", 'Just learned about loops on Mimo but it’s not comprehensive in explaining it. Thanks for this!', ""Hello Alex,\nI'm an university student. Currently I'm learning Excel and SQL. I just want to know that can I get a full time/ part time remote Data Analyst job?"", 'The first time I learned about while loops I was a bit confused. After practicing with them for a while (hehe) I’m much more comfortable using them.', 'Another great content\nThanks Alex']"
zmIdC0_0BgY,"['With no real experience with Python, as a use case in the Healthcare industry, would  you nest for loop a diagnosis and cpt codes commonly associated with the diagnosis then compare what was in { } or not in { }?   I guess you could then compare what doctors then usually do what procedures on a diagnosis.  BTW, is that something an analyst or scientist be more likely to do! Thanks for breaking this down to the Nub3 level!', 'Thanks Alex!', 'Fantastic!\nReally learned a lot', ""At timestamp 3:19, for code print(Jelly + Jelly), how come we don't write is print( 'Jelly' + Jelly')? Is Jelly not a string?"", 'Hi Alex, please what is wrong with this code  it seems to be calculating wrongly. \n# write a program that asks the user to enter 5 positive integers ,\n# the program disregards negative values and zeros and makes the user re enter an input if so.\n# The program is capable of calculating both sum and product of all the numbers entered .\n# after taking the inputs\n# it asks the user whether they want to print the sum of the numbers\n# or products and then shows the result accordingly\n\ncount = 0\nsum = 0\nproduct = 1\nwhile count <= 4 :\n    numbers = int(input(""Please enter 5 different inputs:         ""))\n    print()\n    count += 1\n    if numbers == 0 or numbers < 0 :\n        print(""Please re-enter input"")\nelse:\n    print(""Would you like to multiply of add the total numbers"")\n    choose = input(""Choose to multiply or add now:          "")\n    if choose == ""add"":\n        for x in range(numbers):\n            sum = sum + numbers\n        print(sum)\n    if choose == ""multiply"":\n        for x in range(numbers) :\n            product = product * numbers\n        print(product)', 'Perfectooooooooo', 'Thanks for sharing and glad you chose Jupyter notebook to walk through the for loop tutorial...', 'Looking forward to this. I am a Data Analyst and use the basics of Python/Pandas, but have SO much more to learn', 'boring. already a billion python beginner tutorials on the internet.', 'Superb one 👏🏻']"
eP8-mo5jRrY,"['How can I get courses from you?', 'When is your next live stream Alex', 'just wanna reach out and say that your portfolio projects have been a huge help and it helped me land a seasonal position as a data analyst at amazon!!!! Thank you Alex, love the content!!', ""Hi Alex, thank you for sharing all your knowledge and to help individuals to learn and have a career as a Data analyst. I had other commitments that I was not able to attend your live Q&A.  Anyway,  What is your thought about other e-online  who says, we train you and help you find a job, guaranteed. And what if I'm just a freelance and take the course for data analytics in Google. Is Data Analytics an in-demand job for 2022? Thank you."", 'I would like to know how completing a comprehensive portfolio demonstrating your skills and knowledge is going to equate to 5 years experience? because no one hires anyone in this field with less than 5 years experience. They only look at senior level candidates for any of these types of positions. I have been 2 years trying to get a paid position and can\'t even have a conversation with anyone because I don\'t have enough work experience. Why would anyone go into such a field when there is no opportunity?  I get calls all day long from recruiters and it is the same old thing ""you don\'t have enough work experience"" or we need this skill or experience in this particular industry etc. It is a waste of time!', ""Hey Alex, I'm from finance educational background I'm taking Google Data analytics program. Is it enough for me to start my career in data analytics? And is there anything would you suggest me to consider as I have just started learning about it. Thank you in advance"", 'Where can one get employed if they study Data analysis? 🇳🇦', ""I had another commitment and couldn't attend the livestream. I wanted to share that I received financial aid to start the Google Data Analytics course and I am loving it! Also wanted to say a big THANKS to you (most especially) and to Luke, Tina, and Ken for the videos and encouragement! Y'all are the best!"", ""Hey Alex, huge fan of your work on YouTube as someone who wants to get into data analytics. Not sure if it's just me, but there doesn't seem to be any audio on the YouTube upload."", ""What camera do you use? It's just OUTSTANDING.""]"
-BOBedcjySI,"[""Wow. You're better than advanced Google analytics videos. To the point and without pleasantries"", '😁Thank you Alex.', 'Thank 🙏🏻you', 'Alex pls  add stata software videos to the playlist', 'Hi, Alex. Thanks for sharing your knowledge.\nis that all we need in python?\n\nor do we need to learn about  ""Class"" and etc etc?', ""Thanks a lot for your effort,\nI got a question, why do we use the elif statement I mean we can use the if statement all the time like if we wanted to make a multiple if statements and it's gonna run if it's true, hope you get me,\nwish you the best"", 'How can I use these statements with a Pandas dataframe?', 'Moving ahead \nleft one more video and finish your beautiful course', 'Hello Alex, I am a new subscriber here , I have watch two of your videos on how to change career, I’m interested to be a data analyst, I’m a graduate of another field Adult Education, please I would like you to help me in this my journey of data analyst, what I need to learn from the start, I really do not have any clue of it, please if you don’t mind to tell me step to step of things I need to do \nThanks.', 'I’m 22 and I’m in Houston. I am a chemical lab tech and a realtor, but I start classes next week to become a data analyst so I can do that And focus on real estate. I am taking the data analytics essentials program offered by The university of Texas Austin Mcombs business school program. ( 3 months)']"
lPVke-p4S7s,"['I understand everything that he did, except the last example when he added in wanted_scoops = 8. How did changing the name without assigning the variables still work?', 'Thank you.', 'This is easier coming from SQL', 'Thanks!', 'Although I have a CS background, yet your way of delivering info is very simple and easy.\n😉😉😉😉', 'Hi Dave, I know this is not related to the video but I need a little help if you can see this. \nI enrolled for the Google Analytics Certificate and applied for the financial aid. I got approved for the financial aid about a four days ago and finished the first course yesterday. Today I finished the first week on the second course but I’m not allowed to take the weekly challenge as it says I need to upgrade even though my financial aid got approved. Please do you have any idea why it comes out that way?', 'Thank you for simplifying this. Especially the boolean operators. Your videos are always resourceful.', 'This is really helpful for writing functions as well.', 'Can you go through some day to day tasks you need to complete as a data analyst in some of the tools e.g. python , excel, powerbi', 'I’m A business analyst  at ING Bank but I will become a data analyst thanks to you on the future. Thanks for the video']"
ppsCxnNm-JI,"['This is great. Thanks for clarifying with examples the difference between lists, Tuples,Sets, and dictionaries,  and how to use them. Really grateful for the simple explanation. This will help me a great deal.', 'Do we have to memorize all these & * / characters do to output', 'With zero background i understood well thanks a lot', 'As always excellent video, Thank you Alex.', 'great work sir! I have a quesion : Dictionary data type very similar to the Map???', ""Not easy to recall much of that. Also, using your ice cream fetish makes the subject matter seem trivial and unimportant and feels like your ridiculing people's choice watching of learning this stuff"", '❤❤❤❤❤', '3:40 damn i didnt expect to get emotional watching a python tutorial', 'Clear and easy-to-follow guide. It would be great if you could share the working script to follow with the video.', 'Hi Alex , theses ""{ }"" are called curly braces i think !']"
rVhHGPDzEck,"['I’m trying to go into business data analyst within my tech company and they offer tuition refund. I was wondering if doing a college business analysis certificate program would be beneficial. What do you think about this program?', ""People should also explore mmm/econometrics (time series forecasting). There's skills shortage and high salaries (relative to skills required)."", 'how do I prepare for google data analytics apprenticeship program online challenge.  please  reply', 'Thanks for the videos.', 'Thank you, Alex. Your videos are really good and helpful for us.', 'Gm', 'So mad I missed this. I have a sql test to take for a high paying job and I am afraid. I am a certified data analyst now. New to this! Watching the replay ! Thanks for the great content!', 'I LOVE THESE, liked, shared, & subscribed!']"
pHOH7UfOhbE,"['Absoultly helpful and thank you so much #AlexTheAnalyst to make python so easy to understand. before i started your lecture on Python, i went to sevral others but... they did\'nt made any sence even they claimed as they are professional teacher but the leavel they are teaching at the level to  ""MASTER OF PYTHON"" students.\n\nThank you so much once again to make it simple for us to get understand python <3', ""THE first video to watch and it's the first time to understand pathon; thank you so much"", 'My eye got hurt by this awful white theme 😖😖😖😖😖😖', 'Thanks Alex this is very helpful.. love from India ❤️', ""I'll be honest I landed an analyst role in my company by accident, the company wanted to outsource a data sorting job and I volunteered to do. Now I'm an analyst with no clue of what I'm doing But Alex makes it look quite simply. Just starting out but I am already hopeful due to how straightforward you make it look"", 'Very Easy to understand, Thank you.', ""Hi Alex, I'm taking some online courses and I always see that in the codes we always assigned methods( or functions) into a variable. Is there a reason for this or is it just best practices in coding? For example, I'm building  a Naive Bayes Model and we assigned the methods( or functions) like this gnb = GaussianNB(). So, to reiterate my question, why do we need to assign it to gnb why can't I just use GaussianNB()?"", ""If we do  x = ' Ice Cream is my favorite' + '2'\r\nprint(x)         this will work as it recognize 2 as string due to quotation mark."", ""I've taken several courses on python which were ok. But your booth camp is exceptional. I love the way you gradually build up your topics from zero to hero. I'll recommend this booth camp for beginners and even intermediate learners. There is always something to learn with Alex. Thank you ❤"", 'Really helpful.\nThanks Sir Alex!!']"
sXHIIW3Wt84,"[""How did I miss this epic song!! 😭😭😭 I'm honored!! 🙌🏼"", ""I couldn't join live because I recently joined as an analyst job. I am very much thankful to you for your inspiration. Keep up the good work, Alex."", 'Congragulations, I missed this time to celebrate with you live.', 'Thank you Alex. I am becoming a better data Analyst each day by follow your video teachings', 'Congrats Alex! thank you so much for everything you do', 'I joined the stream last night talking about how I had an interview for the next day (today)\n\nIt went super well! congrats on 300k and thanks again for everything you do to help out and aid us in the interview process. Legend', 'Congrats on this big milestone :)', 'Congratulations Alex!!! A musician data analyst, great combination!', 'Congratulations. You motivate me to become an expert data analyst. Wish you all the best for your future. 😇😍', 'I missed it because of time zone']"
WUeBzT43JyY,"['jupyter notebook doesnt work for me. it never connects to the kernel. I am not sure why.', 'im stuck at ""setting up the package cache""', 'Thank you sir', ""Why do so many Jupyter Notebooks tutorials on YouTube start by installing Anaconda? It's possible to install and run Jupyter Notebook and Jupyter Lab using pip. There is also a means of running virtual environments called venv."", 'When install Anaconda when Jupyter is web-based ?', 'finally a python for beginners video that actually starts at the very beginning. almost every other video assumes the viewer already has this setup, and just goes right into doing stuff on software i dont even have downloaded yet!', 'After some time jupyter note book not working', 'Thank You Alex.', 'Good one. If I have pycharm on my laptop what setting should I use for path', 'you deserve everything good in life anytime i am looking for a resource on data analysis you are the man.']"
DVs9u15htXU,"['Why does this only have 9,000 views? Great interview', ""I think the reason for Tina's YouTube success is that we techie nurds are not used to seeing a pretty girl like Tina speak our language and converse with us."", 'OMG!\nThis is such a wholesome video and Tina is such  an inspiration\n\nThanks so much for this Alex', 'This is a great collaboration and awesome to see Tina and Alex in this interview', 'ok now i want to learn more about lonely octopus!  Esp for my kids tho - who are struggling young adults', 'what a stunning interview and a video is this🤩🤩🤩 I watched with four eyes.🤓🤓🤓🤓', 'Hi Alex. I just wanted to say THANK YOU and to tell you how much I appreciate your content. Your tutorials, portfolio series and interview tips have helped me so much to finally land my dream job as a Business Intelligence Analyst. Thank you!', 'Oh wow. My faves!', 'Her content is great!!', 'Great interview guys! LearnMedia Squad!']"
zW3qJUeJLWc,"[""It's been my dream since a junior data analyst to be on the Alex the Analyst show! Thanks for having me on my dude!"", 'First time I see an interview where the interviewer and the guest are so true to themselves and not trying to impress anyone. You should collaborate more guys', ""Holy cow, the start of this when he talks about realizing what this field was and understanding what is needed is spot on!\nIt wasn't just me!"", 'I love this! He is funny! You guys are great. I appreciate so much both, I am learning a lot thanks to you! 🙏🏽 Best wishes 🇺🇾', 'La creme de la creme', 'At 12:10, I share the same feeling about data. My initiative to like data was to collect data from my day-to-day while working as a Doordash delivery driver because I want to maximize money, estimates total payout (since Doordash does not allow it) before taking the order, and much more. Great video Alex!', 'Hi, I would like to get into SQL and get a certificate but how likely is it that I can get hired with just an certificate and no experience? What other certificates can I get to help make me more variable? I need a good career that has a future in it. Thank you .', 'There is no greater crossover than this!', 'Awesome video!!', 'Another interesting thing about Luke is that he drinks more sparkling water than anyone else on the planet. Bubly please sponsor him!']"
m1AkWK_ODLM,"['Did we just become mortal enemies!?!? 😳', 'King Alex like sweet', 'Super amazing watching both of u in one frame as CDAs (comedian) data analysts 😂', 'Ohhhh you boys. Lol.', 'Lol we need more data nerd comedy. I was laughing hard during this. Both of my favorite creators in one vide!', 'One of the Times In school With My Best Friend, we had a super big fight with each other in autobody shop with punches, tools being thrown and also throwing each other around... It did lead to us having to have in-school suspension together but yet 30 plus years later, we are still best friends.', 'Hilarious, keep up the good work :)', 'gold', '😂😂😂', 'That weird hand thingy hahahhaha']"
Pfq-8pGzgg4,"['A winestream, if you will.', 'I am interested in data analyst and business analyst course online training.', 'I am interested and i will watch your youtude videos daily', 'I am an subscriber to your YouTube channel.', 'Hope are you doing great', 'Hi', 'Last question was mine', 'I am working claims health care sector and i want to improve my analytic skills so I can get a data analyst role', 'Sorry I missed it!', ""Does anyone have a link to the mentioned discord? Decided to make a career switch and I'm interested in joining the community""]"
pixlHHe_lNQ,"['Thanks a lot, Alex!', ""I can't able to download the data set .. form GitHub"", 'Hi Alex. Where can I find the video you said that you will be posting with the same dataset but with more data cleaning?', 'Following along and then fast forward. Really? Now i do what?', 'HI Alex, just wanted to say Thank You for your videos\n\nYou mentioned doing another more elaborate project with this same data set\n\nwanted to know if you came around to doing it', 'Hey Alex, thank you soo much for teaching a beginner like me with no prior knowledge on how to use Power BI. Your bit sized videos along with the clarity were excellent to get familiar with the dynamics of Power BI. Thank you again, you have been a great teacher, looking forward to learn more tutorials from you, Cheers! 🙌❤', 'there is an error in date taken column.. ....how to remove that or solve that', 'why my database developer showing that they are making less money than student/looking ??', 'Thank You so much Alex. This was really helpful. I appreciate you a lot.', 'Hi Alex not able to download files from git hub ?']"
3NV5Jtbhfcw,"['@AlexTheAnalyst Myself and a couple other participants were having trouble with the ""Total Purchased"" populating as ""Sum of Total Purchased"" and it is providing a different value. I noticed that when you click on the visualization for the card, Power BI automatically applied a filter ""DE"" to the output and when remove ""filters affecting this visual"" it corrects the error. You can then rename ""Sum of Total Purchased"" to match the demonstration in the video.', 'Thank you Alex!', 'The faint minecrafrt villager noise at 7:37 surprised me lol', ""So great to better understand how al the pieces are slowly coming together. I'm a very visual person so I look forward to creating my own visualizations like this when I start my projects."", 'This is very helpful, Great video, thank you Alex.', 'Very useful information u r sharing boss!!!!', 'Thanks Alex!. Thank you Alex.', 'Thank you Alex, make me fast to be familiar with Power BI.', 'Thanks Alex!', 'Great quick tutorial. I did it to refresh my knowledge a bit as I just finished a course for power bi, I think a ql and important thing you could include is data slicers.\nThank you for the course tho :)']"
1cfrQLoJMPI,"['Any SQL data analyst projects as one you had on channel? Thanx', ""Thank you for posting this! (Even though I'm a year late! lol). I've been looking for something like this to get into the mode of doing projects."", ""Wouldn't the recruiter consider it cheating if all my projects stem from guided projects ^^ ?\nI would think I need to have projects I did with zero help as well no ?"", 'Thanks Alex, for sharing the guided-projects!', 'Amazing and certainly valuable content Alex. Thank you so much!', 'Thank you', ""It's really helpful no doubt but is it a good idea to do a guided project with step by step instructions?"", 'I signed up with the coursera special in Jan 2023 due to the information provided on your channel so this will another excellent resource for my learning journey, thank you', 'Hi Alex. Is there any expiry date to the Google Data Analyst Certification? I ask because I heard most of the IT courses have a validity date of 1 - 2 years.', 'Thank you!']"
9j_EBt3RNrs,"['my buyer id column is in count, even after i change to dont summarize, its still same, so i dont get the same result as u did here.', 'Very easy to understand, Thank you Alex.', 'You wrote Alex the analyst ""Apocolype"" which is a typo', 'My “buyer ID” is showing as “count of buyer ID”', 'One feedback that I have is it would be nice if a single common dataset was used for the entire series as it currently requires importing a new file into a new PBI file for each video topic.', 'Thank you so much', 'the column name Unit sold is ""sum of Units sold"" on my table yours only ""Units sold"", however the values are the same and the sum aggregation is used. can you explain why is that plz ?', 'hey alex how are u i love ypur videos i am from india i want to pursue ms data science as my master degree from us currently i am my 3rd or final year of bsc hons. mathematics can u tell me this is enough to be a data scientist or statistician', 'Thanks', 'Great! Thanks a lot.']"
m0h3Ghl6mgY,"['What I am not able to do is conditionally format a date , by itself, if it is before Today.\r\nSo If I wanted to conditionally format passed dates in a Grey font for example and any future dates remain black font (all part of the same column)...I cannot seem to be able to crack the conditions required.\r\nAny suggestions?', 'Alex Thank You, Thank You, Thank You <3', 'Thank you Alex.', 'Thank you so much Sir. Hi Alex, Will there be intermediate or expert Bootcamp series?.', 'Thanks Alex', 'Hi Alex, Will there be intermediate or expert Bootcamp series?', 'for some reason I cant find Conditional Formatting. Even the data does not display as table some times. Any fix guys?\nIt works in the other datasets, I want to know why it does  not work here', 'thank you', 'Any chance you have a git/github tutorial on the horizon?', ""I'd opt for a more accessible color palette, such as blue and orange. Red/Green color combos are nightmares for color blind stake holders.""]"
50D__p6jdEI,"['Thanks Alex! :)', 'Hey Alex I love love your channel!!! I’m starting my data Analyst course next month watching your videos definitely has me more prepared. Super excited and this career change it’s time btw im 33 my background warehouse', 'This is so educative', ""Great presentation,  really helpful.  I am thinking about looking/really interested in making the switch. I'm coming from Clinical research/Healthcare business and  some project coordination.  What would you say is the stress level of a data analyst in this field 🤔.   I'm trying to go to the normal- healthy  amount of stress. \nYour videos have been helpful,  and I'm planning to do your bootcamp Alex"", 'Mistake #1: Becoming a Data Analyst', 'Kwabena from  Ghana', ""There's thousands of videos on YouTube about data analytics and what the job's like but this is the first video of it's kind that I've seen. Really valuable information shared for a first jobber. Thanks very much for your insights. When I eventually get a job in data analytics I'll be sure to bear these tips in mind."", 'Great video!', 'How do I get projects?', 'Great advice!']"
tRCGGlMI19M,"['Two of my favorite data nerds!! 🤓🤓Just popped some popcorn to watch🍿', 'What crispy audio 👀', 'Alex, I don\'t think you need to ""make improvements"" to your videos, because a lot of your channel\'s appeal is the approachability of it. It\'s like you are having a one on one conversation with us and I don\'t get nervous about trying things that you suggest. But what do I know about growing a YT channel...nothing.', ""That applause at the end was really the most inspiring. I guess y'all said some good stuff, too."", 'Great interview. This made me feel like I was next to you guys and kind of breaks that barrier that sometimes I put on thinking that it  might be too difficult to break into data science field. Keep on inspiring people Alex.', 'Alex your food item should be a horseradish especially after the spiel you did about horseradishes in one of your videos. I thought it was funny and I also like horseradish (sauce) on my sandwiches.', 'Large jockes wearing glasses :)', 'success ingredient for someone like Alex, Ken, Luke, Tina or the many Data bright minds , (humbleness) to express mistakes ""as normal human beings"" and in their mentoring (simplicity) amazing people and so happy there are creators like them.', 'great conversation.\nthank you for doing this.']"
0QZBnhofU_U,"['For more tips on how to get started in Data Analytics in 2022, follow CareerFoundry’s YouTube channel – and watch this video to learn the steps you need to take to successfully become a data analyst in 2022: https://www.youtube.com/watch?v=f3FnCoKWmBg', 'The ""have to be willing to relocate"" is a shitty cop out on their part...', 'Hi Alex I’m trying to join CareerFoundry and when I mentioned the discount they said is expired only until 2022?', 'If you guys want to buy it, let me know. I already have it, and they have a promotion that you get $500 per referral for both. So just let me know.', ""Save yourself the money and time with this school. Too much fluff, SO much reading and the tutors are article happy.  All of my suggestions to the school were pretty much ignored. \n\nDon't waste your time and just use Alex's resources and other free ones you find online"", ""Just seeing this vid. What's the likelihood of another discount coming through? Looking to start the full course this fall."", 'How much would a entry level make with the job guarantee in this program ?', 'Sir, What do you think about masterschool? No money until someone get hired. I really don’t know that’s really work . please make a about it', 'What is your opinion of the Springboard bootcamp? Thanks', 'Anyone complete the course and have a good experience landing a job???']"
ulFY20KTzFQ,"['I get count of customer and sum of price when I drag customer and price in Y-axis. How can I just insert customer and price?', 'Thank you for this. I have a question though. What does this legend mean exactly? when creating charts, because i noticed that once you drag an item to the legend, it displays in differ colours.', 'Very useful.. Thanks', 'Thank you so much for that, you really made efforts for us.', 'For those who have the updated PowerBI version here is what you need to do in order to see the visualization in the order that is shown in this video:\nGo to the three dots on the frame of the visualization -> Price -> Sort Descending and unmark the Sort Legend. Now it is ordered correctly.\nOn why it writes ""Sum of Price"", it\'s probably because of an Update for PowerBI Desktop Version, For that you can just rename it :""Price"" on the field itself. It has the same data.', ""Can drill down be applied to other tables? For example. in this video the Apocalypse Sales and Purchase Tracker tables don't have any relationship, I want to drill down for Units Sold in each product for each store the the Units Sold column is in another table. Does drill down can still be applied even if the next level is on the other table and the first level is on another different table?"", '1:52 Hey Alex Sir, In my case whenever I drag down ""Product"" option in x-axis, it is by default drilled down even though I\'ve tried to do it multiple times.... Is it because of the updated version of Power Bi that I\'ve installed from Microsoft Store or it could be something else?? Please help', 'Immediately subscribed.', 'Awesome tutorial, thank you!!!', 'Hey Alex, the ""Price"" is either showing as ""Sum of Price"" OR ""Count of Price"". How do I get only \'Price\'?']"
